title,author,publish_date,synopsis,genre,purchase_link,img_link
The Ugly Truth (Hardback),L.C. North,"'The Ugly Truth is fresh, compelling and searing in its exploration of the toxicity of social media and the reality of modern celebrity. Not to be missed!' Lisa Jewell, bestselling author of THE FAMILY UPSTAIRSMelanie Lange has disappeared.Her father, Sir Peter Lange, says she is a danger to herself and has been admitted to a private mental health clinic.Her ex-husband, Finn, and best friend, Nell, say she has been kidnapped.The media will say whichever gets them the most views.But whose side are you on?#SaveMelanie#HelpPeterTold via interviews, transcripts and diary entries, The Ugly Truth is a shocking and addictive thriller about fame, power and the truth behind the headlines.'#FreeBritney meets The Appeal in this addictively unique thriller. Get ready to be utterly hooked' Jack Jordan, author of Do No Harm'A startling thriller with a sharp edge. Fast and compelling, it leaves you gasping for breath' Daily Mail'A whip-smart and ingenious thriller that homes in on our toxic addiction to celebrity' Lesley Kara, author of The Rumour'Original, timely, thought-provoking and an absolutely brilliant read' B. A. Paris, author of Behind Closed Doors'Original, fast-moving and a compelling read that will make you look at headlines in a different way.??????' GlamourReaders are obsessed with The Ugly Truth:'There are some books that quickly become an obsession. The Ugly Truth is one of those books' *****'The Ugly Truth is a phenomenal thriller from start to finish. L.C. North really knows what she's doing' *****'An absolutely spot on portrayal of the harsh landscape that is modern-day fame and celebrity. As disturbing as it is thought-provoking' *****",2023-03-16,"['crime', 'thrillers', 'mystery', 'thrillers', '', 'crime', 'thrillers', 'mystery', 'crime', 'mystery']",https://www.waterstones.com/book/the-ugly-truth/l-c-north/9781787636378,https://cdn.waterstones.com/bookjackets/large/9781/7876/9781787636378.jpg
More. Numbers. Every. Day.: How Figures Are Taking Over Our Lives - And Why It's Time to Set Ourselves Free (Hardback),Micael Dahlen,"How many steps have you done today?How many emails answered?How much money have you spent this week And how many hours have you slept?Welcome to the numberdemic, where a deluge of figures, stats and data manipulate your every move. From the way you work, date and exercise to the products you buy and the news you read, numbers have worked their way into every part of our lives. But is life better this way? How are all of those numbers affecting us?With fascinating, sometimes frightening and sometimes shrewdly funny research, behavioural economists Micael Dahlen and Helge Thorbjornsen explain why we're so attached to numbers and how we can free ourselves from their tyranny. Along the way, you'll learn why viral videos, however inaccurate, become more convincing with every view; how numbers can affect the way we physically age, if we let them; why the more films you rate the less impressive you'll find them and how numbers that 'anchor' themselves in your brain can affect the size of your mortgage - plus much more.Sharp, insightful and totally engaging, MORE. NUMBERS. EVERY. DAY. is your vaccination against a world obsessed with numbers.'An entertaining and thought-provoking antidote to the tyranny of numbers in the modern world. By looking at the psychology of how we are tricked, goaded and often crushed by endless quantification, the authors present a winning case for weaning ourselves off number-dependence.'-Alex Bellos, author of Can You Solve My Problems?'Everybody should read this book. A smart and insightful read that will totally change the way you think - and live.'-Thomas Erikson, author of Sunday Times bestseller Surrounded By Idiots'Written in lucid, skillfully translated prose that puts the science into philosophical perspective, this shines a fascinating light on the modern-day obsession with numerical quantity over quality.' -Publishers Weekly'In 31,234 words Dahlen and Thorbjornsen cast their four critical, and at times whimsical, eyes at our numbered existences revealing that consuming too much 'pi' might be bad for our health.'-Professor Scott Page, author of The Model Thinker",2023-03-16,"['business', 'finance', 'law', 'economics', 'behaviouraleconomics', '', 'politics', 'society', 'education', 'society', 'culture', 'politics', 'society', 'education', 'sociology', 'anthropology', 'sociology', 'socialresearch', 'statistics']",https://www.waterstones.com/book/more-numbers-every-day/micael-dahlen/helge-thorbjornsen/9781800961043,https://cdn.waterstones.com/bookjackets/large/9781/8009/9781800961043.jpg
The Fight of His Life: Inside Joe Biden's White House (Hardback),Chris Whipple,"In January of 2021, the Biden administration inherited the most daunting array of challenges since FDR's presidency: a lethal pandemic, a plummeting economy, an unresolved twenty-year war, and the aftermath of an attack on the Capitol that polarized the country. Waves of crises followed, including the fallout from a divisive Supreme Court, raging inflation, and Vladimir Putin's unprovoked invasion of Ukraine. Now, in The Fight of His Life, prizewinning journalist Chris Whipple takes us inside the Oval Office as the critical decisions of Biden's presidency are being made. With remarkable access to both President Biden and his inner circle-including Chief of Staff Ron Klain, Secretary of State Antony Blinken, and CIA Director William Burns-Whipple pulls back the curtain on the internal power struggles and back-room compromises. Featuring shocking new details about how renegade Trump officials enabled the transfer of power, which key staffers really make the White House run (it's probably not who you think), why Joe Biden no longer speaks freely around his security detail, and what he really thinks of Vice President Kamala Harris, the press, and living in the White House, The Fight of His Life delivers a stunning portrait of politics on the edge.",2023-03-16,"['biography', 'truestories', 'historical', 'political', 'militarybiographies', 'historical', 'political', 'militaryautobiographies']",https://www.waterstones.com/book/the-fight-of-his-life/chris-whipple/9781982106430,https://cdn.waterstones.com/bookjackets/large/9781/9821/9781982106430.jpg
Spoken Word: The Story of How Performance Poetry Changed the World (Hardback),Dr. Joshua Bennett,"In 2009, at only twenty years old, Joshua Bennett was invited to recite a poem for President Barack Obama and First Lady Michelle Obama at the White House's Evening of Poetry, Music, and the Spoken Word. Spike Lee and Saul Williams were in the audience, and it turned out to be the very same event where Lin-Manuel Miranda first performed a work-in-progress that revolutionised musical theatre - Hamilton. Blending memoir and literary analysis, Bennett shows how a handful of visionaries altered modern culture. With passion, wit and erudition, he charts the history of spoken-word poetry, as well as his coming-of-age journey as a writer. From the early influence of Miguel Algarin and the Nuyorican Poets Cafe to Amanda Gorman's inauguration poem for President Joe Biden, he celebrates the contributions of legendary figures such as Ntozake Shange, Nikki Giovanni and Miguel Pinero, as well as how artists like MF DOOM, Jill Scott and Mos Def were inspired to develop their craft within their shared tradition. Spoken Word illuminates the profound influence that poetry has had everywhere melodious words are heard, from the West End to academia, from the podiums of political protest to cafes, from schools to rooms full of strangers all across the world.",2023-03-16,"['history', 'historicalevents', 'topics', 'social', 'culturalhistory', '', 'poetry', 'drama', 'criticism', 'poetry', 'history', 'historicalevents', 'topics', 'oralhistory']",https://www.waterstones.com/book/spoken-word/dr-joshua-bennett/9781529110487,https://cdn.waterstones.com/bookjackets/large/9781/5291/9781529110487.jpg
The History of the Hobbit: One Volume Edition (Hardback),J. R. R. Tolkien,"The Hobbit was first published on 21 September 1937. Like its sequel, The Lord of the Rings, it is a story that 'grew in the telling', and many characters and plot threads in the published text are quite different from the story J.R.R. Tolkien first wrote to read aloud to his young sons as one of their 'fireside reads'. Together in one volume, The History of the Hobbit presents the complete text of the unpublished manuscript of The Hobbit, accompanied by John Rateliff's lively and informative account of how the book came to be written and published. Recording the numerous changes made to the story both before and after publication, he examines - chapter by chapter - why those changes were made and how they reflect Tolkien's ever-growing concept of Middle-earth. As well as reproducing the original version of one of the world's most popular novels - both on its own merits and as the foundation for The Lord of the Rings - this book includes many little-known illustrations and draft maps for The Hobbit by Tolkien himself. Also featured are extensive commentaries on the dates of composition, how Tolkien's professional and early mythological writings influenced the story, the imaginary geography he created, and how Tolkien came to revise the book years after publication to accommodate events in The Lord of the Rings. Endorsed by Christopher Tolkien as a companion to his essential 12-volume The History of Middle-earth, this thoughtful and exhaustive examination of one of the most treasured stories in English literature offers fascinating new insights for those who have grown up with this enchanting tale, and will delight any who are about to enter Bilbo's round door for the first time.",2023-03-16,"['poetry', 'drama', 'criticism', 'literature:history', 'criticism', 'fiction', 'novelists', 'prosewriters', '', 'poetry', 'drama', 'criticism', 'literature:history', 'criticism', 'literaryreferenceworks', 'fiction', 'classicfiction']",https://www.waterstones.com/book/the-history-of-the-hobbit/j-r-r-tolkien/john-d-rateliff/9780008601409,https://cdn.waterstones.com/bookjackets/large/9780/0086/9780008601409.jpg
Alistair Cooke's America: 50th Anniversary Edition (Paperback),Alistair Cooke,"For more than sixty years Alistair Cooke wrote and broadcast on every facet of American life with incomparable wit and wisdom. This is his 'personal history' of America, the best-selling book that accompanied his legendary BBC television series which was first broadcast in November 1972. It has sold over two million copies and has emerged through tumultuous times to become regarded as a classic. It is an irresistibly readable guide to what has made this powerful democracy work and survive through 200 years.  Alistair writes with authority about the explorers who put their new-found land on the map, the pioneers who tamed the Wild West, the soldiers who fought for independence, the slaves who fled north, the tycoons who built fortunes and the immigrants that sought a new life. From the Mayflower to the gold rush, the jazz age to Pearl Harbor, with portraits of figures as varied as Buffalo Bill, John D. Rockefeller and Martin Luther King Jr., here is the American story in all its triumphs and failures, grandeurs and tragedies. It is the defining portrait of a nation.  This anniversary edition includes the reflective note to the reader that Alistair Cooke wrote in 2002.",2023-03-15,"['history', 'regional', 'nationalhistory', 'americas', '', 'biography', 'truestories', 'generalbiography', 'history', 'general', 'worldhistory']",https://www.waterstones.com/book/alistair-cookes-america/alistair-cooke/justin-webb/9781398114531,https://cdn.waterstones.com/bookjackets/large/9781/3981/9781398114531.jpg
Paris: The Memoir (Hardback),Paris Hilton,"Behind Paris Hilton's meteoric rise from Upper West Side club kid to household name lies her self-proclaimed 'superpower' of ADHD and a hidden history that traumatized and defined her. Shocking, funny and surprisingly profound, Paris is the deeply personal memoir of the ultimate It Girl and a stunning inside view of a pop culture phenomenon. Until, in a revealing documentary, she disclosed that her childhood was shattered by two years of strip searches, isolation, beatings, restraint, and brainwashing within the now infamous 'troubled teen industry', Paris Hilton was simply the billionaire heiress America had watched grow up on television, on the internet, and in tabloids. But there was always more to Paris Hilton than met the eye. Yes, she is the media personality, DJ, entrepreneur, model, singer, actress and icon beloved all over the globe. And yet... Paris is the story people have always wanted Paris Hilton to tell - the story of who she really is. In this revealing and thought-provoking book, Paris will separate the creation from the creator, the brand from the ambassador, and show the woman who grew up with incredible privilege, but who was also trapped in a world of unreasonable expectation at a moment when young women were humiliated for sport in a gossip economy on steroids. Paris recounts her perilous journey through pre-#METOO sexual politics with grace, generosity, and plenty of fun, rising above a series of heart-wrenching challenges to find healing, lasting love and a life of meaning and purpose. The parallel story arcs in Paris' braided narrative come to full bloom as a watershed portrait of the Noughties, challenging each of us to question our role in her story and her role in ours. The result is an intimate and unexpected memoir about persona and personification, the price of being young and disobedient, and the complexity of manifesting your dreams after watching part of yourself disappear.",2023-03-14,"['biography', 'truestories', 'arts', 'entertainmentbiographies', 'arts', 'entertainmentautobiographies', '', 'biography', 'truestories', 'arts', 'entertainmentbiographies', 'biography', 'truestories', 'truestories', 'truestoriesofheroism', 'endurance', 'survival']",https://www.waterstones.com/book/paris/paris-hilton/9780008524463,https://cdn.waterstones.com/override/v4/large/9780/0085/9780008524463.jpg
"Still Life with Bones: Genocide, Forensics, and What Remains (Hardback)",Dr Alexa Hagerty,"'Chilling and vital. . . sensitive and thought-provoking' The TimesAn anthropologist working with forensic teams and victims' families to investigate crimes against humanity in Latin America explores what science can tell us about the lives of the dead in this haunting account of grief, the power of ritual, and a quest for justice.""Exhumation can divide brothers and restore fathers, open old wounds and open the possibility of regeneration-of building something new with the pile of broken mirrors that is loss and mourning.""Over the course of Guatemala's thirty-year armed conflict -the longest ever in Central America-over 200,000 people were killed. During Argentina's military dictatorship in the seventies, over 30,000 people were disappeared. Today, forensic anthropologists in each country are gathering evidence to prove atrocities and seek justice. But these teams do more than just study skeletons-they work to repair families and countries torn apart by violence.In Still Life with Bones, anthropologist Alexa Hagerty learns to see the dead body with a forensic eye. She examines bones for evidence of torture and fatal wounds-hands bound by rope, cuts from machetes-but also for signs of a life lived: to articulate how life shapes us down to the bone. A weaver is recognized from the tiny bones of the toes, molded by years of kneeling before a loom; a girl is identified alongside her pet dog. In the tenderness of understanding these bones, Hagerty discovers how exhumation serves as a ritual in the naming and placement of the dead, and connects ancestors with future generations. She shows us how this work can bring meaning to families dealing with unimaginable loss, and how its symbolic force can also extend to entire societies in the aftermath of state terror and genocide. Encountering the dead has the power to transform us, making us consider each other, our lives, and the world differently.Weaving together powerful stories about investigative breakthroughs, grieving families, histories of violence, and her own forensic coming of age, Hagerty crafts a moving portrait of the living and the dead.""Touching, but achingly honest-a most amazing account of training as a forensic anthropologist. When Hagerty talks about ""lives being violently made into bones,"" I defy you not to be moved. The text is unflinching, but then the crimes and the victims deserve nothing less. I guarantee this will make you think long and hard about cruelty and human rights and the dedication and humanity of the forensic scientist."" - PROFESSOR DAME SUE BLACK",2023-03-14,"['biography', 'truestories', 'science', 'technology', 'medicinebiographies', 'science', 'technology', 'medicineautobiographies', '', 'biography', 'truestories', 'biography', 'truestories', 'generalbiography']",https://www.waterstones.com/book/still-life-with-bones-genocide-forensics-and-what-remains/dr-alexa-hagerty/9781472295774,https://cdn.waterstones.com/bookjackets/large/9781/4722/9781472295774.jpg
In Memoriam: THE TOP FIVE SUNDAY TIMES BESTSELLER (Hardback),Alice Winn,"A gripping, heart-shattering love story between two soldiers in the First World War. It's 1914, and talk of war feels far away to Henry Gaunt, Sidney Ellwood and the rest of their classmates, safely ensconced in their idyllic boarding school in the English countryside. At seventeen, they're too young to enlist, and anyway, Gaunt is fighting his own private battle - an all-consuming infatuation with his best friend, the dreamy, poetic Ellwood - not having a clue that Ellwood is in love with him, always has been. When Gaunt's German mother asks him to enlist as an officer in the British army to protect the family from anti-German attacks, Gaunt signs up immediately, relieved to escape his overwhelming feelings for Ellwood. The front is horrific, of course, and though Gaunt tries to dissuade Ellwood from joining him on the battlefield, Ellwood soon rushes to join him, spurred on by his love of Greek heroes and romantic poetry. Before long, their classmates have followed suit. Once in the trenches, Ellwood and Gaunt find fleeting moments of solace in one another, but their friends are all dying, right in front of them, and at any moment they could be next. An epic tale of both the devastating tragedies of war and the forbidden romance that blooms in its grip, In Memoriam is a breathtaking debut.",2023-03-09,"['fiction', 'historicalfiction', '', 'fiction', 'adventure', 'war', 'combatfiction', 'firstworldwar', 'romanticfiction', 'historicalromance']",https://www.waterstones.com/book/in-memoriam/alice-winn/9780241567821,https://cdn.waterstones.com/bookjackets/large/9780/2415/9780241567821.jpg
So Shall You Reap (Hardback),Donna Leon,"On a cold November evening, Guido Brunetti and Paola are up late when a call from his colleague Ispettore Vianello arrives, alerting the Commissario that a hand has been seen in one of Venice's canals. The body is soon found, and Brunetti is assigned to investigate the murder of an undocumented Sri Lankan immigrant. Because no official record of the man's presence in Venice exists, Brunetti is forced to use the city's far richer sources of information: gossip and the memories of people who knew the victim. Curiously, he had been living in a garden house on the grounds of a palazzo owned by a university professor, in which Brunetti discovers books revealing the victim's interest in Buddhism, the revolutionary Tamil Tigers, and the last crop of Italian political terrorists, active in the 1980s. As the investigation expands, Brunetti, Vianello, Commissario Griffoni, and Signorina Elettra each assemble pieces of a puzzle-random information about real estate and land use, books, university friendships-that appear to have little in common. Until Brunetti stumbles over something that transports him back to his own student days, causing him to reflect on lost ideals and the errors of youth, on Italian politics and history, and on the accidents that sometimes lead to revelation.",2023-03-09,"['crime', 'thrillers', 'mystery', 'crime', 'mystery', '', 'fiction', 'modern', 'contemporaryfiction', 'crime', 'thrillers', 'mystery', 'thrillers']",https://www.waterstones.com/book/so-shall-you-reap/donna-leon/9781529153316,https://cdn.waterstones.com/bookjackets/large/9781/5291/9781529153316.jpg
The Foxglove King - The Nightshade Crown (Hardback),Hannah Whitten,"When Lore was thirteen, she escaped a cult in the catacombs beneath the city of Dellaire. And in the ten years since, she's lived by one rule: don't let them find you. Easier said than done, when her magic ties her to the city. Mortem is a magic born from death, and it's a high-priced and illicit commodity in Dellaire. Lore has made a living running poisons for the city's underbelly, but when a run goes wrong she's captured by the king and expects to be sent to the pyre. But the king has different plans. Lore is thrust into the Sainted King's glittering court, where no one can be believed and even fewer can be trusted. Guarded by Gabriel, a duke-turned-monk, and continually running up against Bastian, the king's ne'er-do-well heir, Lore tangles in politics, religion, and forbidden romance as she attempts to navigate a debauched and opulent society. But the life she left behind in the catacombs is catching up with her. And even as Lore makes her way through the Sainted court above, danger from below draws ever closer. In this lush, romantic new epic fantasy series from New York Times bestselling author Hannah Whitten, a young woman's secret power to raise the dead plunges her into the dangerous and glamorous world of the Sainted King's royal court.",2023-03-09,"['sciencefiction', 'fantasy', 'horror', 'fantasy']",https://www.waterstones.com/book/the-foxglove-king/hannah-whitten/9780356521237,https://cdn.waterstones.com/bookjackets/large/9780/3565/9780356521237.jpg
The Windsors at War: The Nazi Threat to the Crown (Hardback),Alexander Larman,"At the outbreak of WW2, the British monarchy was in a state of turmoil. The previous king, Edward VIII, had abdicated the throne, leaving his unprepared and terrified brother Bertie to become George VI. Meanwhile, as the now-Duke of Windsor awaited the decree that would allow him to marry his mistress Wallis Simpson, he took an increasing interest in the expansionist plans of the Fuhrer of Germany. The Windsors at War tells the story of the turbulent and seismic decade in between 1937 and 1947, including the bombing of Buckingham Palace in May 1940, the Duke of Windsor's ill-advised visit to Germany in October 1937 and the death of the Duke of Kent in a plane crash in August 1942. It answers a simple question: how did this squabbling, dysfunctional family manage to put their differences aside and unite to help win the greatest conflict of their lifetimes?",2023-03-09,"['history', 'militaryhistory', 'secondworldwar', '', 'biography', 'truestories', 'royalbiographies']",https://www.waterstones.com/book/the-windsors-at-war/alexander-larman/9781474623933,https://cdn.waterstones.com/bookjackets/large/9781/4746/9781474623933.jpg
See What You're Missing: 31 Ways Artists Notice the World - and How You Can Too (Hardback),Will Gompertz,"Artists have learnt to pay attention. The rest of us spend most of our time on auto-pilot, rushing from place to place, our overfamiliarity blinding us to the marvellous, life-affirming phenomena of our world. But that doesn't have to be the case. In his typical engaging style, Will Gompertz takes us into the minds of artists - from contemporary stars to old masters, the well-known to the lesser-so, and from around the world - to show us how to look and experience the world with their heightened awareness. In See What You're Missing we learn, for example, how Hasegawa Tohaku can help us to see beauty, how David Hockney helps us to see colour, and how Frida Kahlo can help us see pain. In doing so we come to know the exhilarating feeling of being truly alive.",2023-03-09,"['art', 'fashion', 'photography', 'art', 'design', 'art', 'designstyles/historyofart', '', 'art', 'fashion', 'photography', 'art', 'design', 'art:generalissues', 'theoryofart', 'art', 'fashion', 'photography', 'art', 'design', 'art', 'designstyles/historyofart', 'art:1900onwards']",https://www.waterstones.com/book/see-what-youre-missing/will-gompertz/9780241315460,https://cdn.waterstones.com/bookjackets/large/9780/2413/9780241315460.jpg
The Sun Walks Down (Hardback),Fiona McFarlane,"In September 1883, a small town in the South Australian outback huddles under strange, vivid sunsets. Six-year-old Denny Wallace has gone missing during a dust storm, and the entire community is caught up in the search for him. As they scour the desert and mountains for the lost child, the residents of Fairly - newlyweds, landowners, farmers, mothers, artists, Indigenous trackers, cameleers, children, schoolteachers, widows, maids, policemen - confront their relationships with each other and with the ancient landscape they inhabit. The colonial Australia of The Sun Walks Down is unfamiliar, multicultural, and noisy with opinions, arguments, longings and terrors. It's haunted by many gods - the sun among them, rising and falling on each day in which Denny could be found, or lost forever.",2023-03-09,"['fiction', 'historicalfiction', '', 'culturalhighlights', 'bookawards', 'thewalterscottprizeforhistoricalfiction']",https://www.waterstones.com/book/the-sun-walks-down/fiona-mcfarlane/9781529389821,https://cdn.waterstones.com/bookjackets/large/9781/5293/9781529389821.jpg
Enchantment: Reawakening Wonder in an Exhausted Age (Hardback),Katherine May,"A balm for our times from the internationally bestselling author of Wintering. Our sense of enchantment is not only sparked by grand things. The awe-inspiring, the numinous, is all around us, all the time. It is transformed by our deliberate attention. The magic is of our own conjuring. Feeling bone-tired, anxious and overwhelmed by the rolling news cycle and the pandemic age, Katherine May seeks to unravel the threads of a life wound too tightly. Could there be another way to live - one that feels more meaningful, more grounded in the places beneath our feet? One that would allow us to feel more connected, more rested and at ease, even as seismic changes unfold on the planet? Craving a different path, May explores the restorative properties of the natural world and begins to rekindle her sense of wonder. It is a journey that takes her from sacred wells to wild moors, from cradling seas to starfalls. Through deliberate attention and ritual, she finds nourishment and a more hopeful relationship to the world around her. Enchantment is an invitation to each of us to experience life in all its sensual complexity and to find the beauty waiting for us there.",2023-03-09,"['health', 'lifestyle', 'self-help', 'personaldevelopment', '', 'biography', 'truestories', 'memoirs', 'popularscience', 'nature', 'naturewriting']",https://www.waterstones.com/book/enchantment/katherine-may/9780571378333,https://cdn.waterstones.com/bookjackets/large/9780/5713/9780571378333.jpg
The Collaborators: Three Stories of Deception and Survival in World War II (Hardback),Ian Buruma,"On the face of it, the three characters here seem to have little in common - aside from the fact that each committed wartime acts that led some to see them as national heroes, and others as villains. All three were mythmakers, larger-than-life storytellers, for whom the truth was beside the point. Felix Kersten was a plump Finnish pleasure-seeker who became Heinrich Himmler's indispensable personal masseur - Himmler calling him his 'magic Buddha'. Kersten presented himself after the war as a resistance hero who convinced Himmler to save countless people from mass murder. Kawashima Yoshiko, a gender fluid Manchu princess, spied for the Japanese secret police in China, and was mythologized by the Japanese as a heroic combination of Mata Hari and Joan of Arc. Friedrich Weinreb was a Hasidic Jew in Holland who took large amounts of money from fellow Jews in an imaginary scheme to save them from deportation, while in fact betraying some of them to the German secret police. Sentenced after the war as a traitor and a con artist, he is still regarded by supporters as the 'Dutch Dreyfus'. All three figures have been vilified and mythologized, out of a never-ending need, Ian Buruma argues, to see history, and particularly war, and above all World War II, as a neat tale of angels and devils. In telling their often-self-invented stories, The Collaborators offers a fascinating reconstruction of what in fact we can know about these fantasists and what will always remain out of reach. It is also an examination of the power and credibility of history: truth is always a relative concept but perhaps especially so in times of political turmoil, not unlike our own.",2023-03-09,"['biography', 'truestories', 'historical', 'political', 'militarybiographies', '', 'history', 'militaryhistory', 'secondworldwar']",https://www.waterstones.com/book/the-collaborators/ian-buruma/9781838957650,https://cdn.waterstones.com/bookjackets/large/9781/8389/9781838957650.jpg
Milk: On Motherhood and Madness (Hardback),Alice Kinsella,"Alice Kinsella was in her mid-twenties when she became pregnant with her first child, newly engaged and about to embark on a life in an unfamiliar town on the west coast of Ireland. Into this warm cocoon, this big, empty house, would arrive a little baby. And soon Alice's world began to expand and contract in ways she could never have imagined. With her body struggling to recover, darker intrusions ran through the days and nights of new motherhood. For the first time, she considered the experiences of her mother, her grandmother, and the generations of women who came before them. She asked herself questions. How does this country treat its mothers? What does it mean to be forever tethered? Forever in love? Set against the backdrop of a seemingly changed Ireland, Alice draws for us her own map of motherhood, a crucial reflection spanning nine months of pregnancy and the first nine months of her child's life. Intimate, warm, startlingly vivid and gentle, this is at once a delicate reflection on a moment of gigantic change in body and mind and a powerful, often painful confrontation of the politics of a country so deeply unsure about its women.",2023-03-09,"['biography', 'truestories', 'memoirs', '', 'health', 'lifestyle', 'parenting']",https://www.waterstones.com/book/milk/alice-kinsella/9781529097948,https://cdn.waterstones.com/bookjackets/large/9781/5290/9781529097948.jpg
"The Ramadan Cookbook: 80 delicious recipes perfect for Ramadan, Eid and celebrating throughout the year (Hardback)",Anisa Karolia,"Discover 80 delicious, easy-to-make recipes perfect for the holy month of Ramadan.In this cookbook, you'll find all the recipes you need to make your Ramadan meals family-friendly, fuss-free and filling.From perfect predawn meals for Suhoor, to hearty and satisfying meals for Iftar, as well as dishes made for celebrating with friends and family during Eid al-Fitr, and all the accompanying salads, chutneys, breads, drinks and desserts you'll need, this book has all the most popular Ramadan dishes covered.Accompanied by gorgeous photographs throughout, these recipes from much-loved food blogger Anisa Karolia are for anyone looking to eat well before and after fasting.",2023-03-09,"['food', 'drink', 'health', 'wholefoodcookery', 'specificdiets', 'conditions', '', 'spirituality', 'beliefs', 'religion', 'islam', 'life', 'practice', 'food', 'drink', 'cookerydishes', 'courses']",https://www.waterstones.com/book/the-ramadan-cookbook/anisa-karolia/9781529907179,https://cdn.waterstones.com/bookjackets/large/9781/5299/9781529907179.jpg
MANDEM (Hardback),IGGY LDN,"""So to the person that broke my heart in 2021 by way of a casual voice-note. Thank you.""Told from the perspective of some of the finest contemporary Black writers and thinkers, MANDEM is an ode to the moments in our pasts that shape us, and gratitude at being able to appreciate these lessons in the present.In a beautiful blend of prose and lyricism, each essay sees its author tap into their most vulnerable place - engaging honestly in conversations often silently grappled with by Black British men because of socially enforced beliefs around Black masculinity.The themes in this essay collection range from the importance of male role-models, and the unique relationship between mother and son to the sexual pressure placed on young heterosexual men, while also asking the question: ""what does contemporary Black queerness actually look like?""Edited by award-winning artist Iggy London and featuring essays from Yomi Sode, Jeffrey Boakye, Christian Adofo, Ashley Hickson-Lovence, Athian Akec, Dipo Faloyin, Okechukwu Nzelu, Phil Samba, Sope Soetan, and Jordan Stephens, MANDEM is an unmissable, thoughtful anthology of Black male expression.",2023-03-09,"['politics', 'society', 'education', 'society', 'culture', 'socialgroups', 'genderstudies', '', 'biography', 'truestories', 'generalbiography', 'generalautobiography', 'spirituality', 'beliefs', 'religion']",https://www.waterstones.com/book/mandem/iggy-ldn/iggy-ldn/9781913090944,https://cdn.waterstones.com/bookjackets/large/9781/9130/9781913090944.jpg
"Furies: Stories of the wicked, wild and untamed - feminist tales from 15 bestselling, award-winning authors - 'Wonderful' (Red Magazine) (Hardback)",Margaret Atwood,"DRAGON. TIGRESS. SHE-DEVIL. HUSSY. SIREN. WENCH. HARRIDAN. MUCKRAKER. SPITFIRE. VITUPERATOR. CHURAIL. TERMAGANT. FURY. WARRIOR. VIRAGO. For centuries past, and all across the world there are words that have defined and decried us. Words that raise our hackles fire up our blood; words that tell a story. In this blazing cauldron of a book, fifteen bestselling, award-winning writers have taken up their pens and reclaimed these words, creating an entertaining and irresistible collection of feminist tales for our time.",2023-03-08,"['fiction', 'shortstories']",https://www.waterstones.com/book/furies/margaret-atwood/ali-smith/9780349017143,https://cdn.waterstones.com/bookjackets/large/9780/3490/9780349017143.jpg
Old Babes in the Wood (Hardback),Margaret Atwood,"A dazzling collection of fifteen stories from Margaret Atwood, the internationally acclaimed, award-winning author of The Handmaid's Tale and The Testaments. Margaret Atwood is celebrated as one of the most gifted storytellers in the world. These stories explore the full warp and weft of experience, from two best friends disagreeing about their shared past, to the right way to stop someone from choking; from a daughter determining if her mother really is a witch, to what to do with inherited relics such as World War II parade swords. They feature beloved cats, a confused snail, Martha Gellhorn, George Orwell, philosopher-astronomer-mathematician Hypatia of Alexandria, a cabal of elderly female academics, and an alien tasked with retelling human fairy tales. At the heart of the collection is a stunning sequence that follows a married couple as they travel the road together, the moments big and small that make up a long life of love - and what comes after. The glorious range of Atwood's creativity and humanity is on full beam in these tales, which by turns delight, illuminate and quietly devastate.",2023-03-07,"['fiction', 'modern', 'contemporaryfiction', '', 'fiction', 'shortstories']",https://www.waterstones.com/book/old-babes-in-the-wood/margaret-atwood/9781784744854,https://cdn.waterstones.com/bookjackets/large/9781/7847/9781784744854.jpg
The Shortest History of India (Hardback),John Zubrzycki,"From the tantalising traces of ancient Harappan civilisation to the emerging superpower of today, here is India’s story in all its contradictions, drama and splendour. In The Shortest History of India, John Zubrzycki distils five millennia of gods and kings, conquerors and colonisers into an epic tale teeming with personalities both legendary and largely unknown outside India. Gautama Buddha, Alexander the Great and Mahatma Gandhi share the stage with Candragupta (‘India’s Julius Caesar’), Nizam Saqqa, the water-carrier who became king for a day, and Raziyya, the first Muslim woman to rule in the subcontinent. The later chapters reveal a modern India riven by contrasts: the brutal reality of partition and the fantasies of Bollywood, booming IT businesses and expanding slums. In conclusion, Zubrzycki asks whether internal challenges - from religious tensions to an increasingly undemocratic regime - might still thwart India’s rise to wealth and power.",2023-03-07,"['history', 'regional', 'nationalhistory', 'asia', '', 'history', 'historicalevents', 'topics', 'colonialism', 'imperialism', 'history', 'historicalevents', 'topics', 'post-colonialism']",https://www.waterstones.com/book/the-shortest-history-of-india/john-zubrzycki/9781913083342,https://cdn.waterstones.com/bookjackets/large/9781/9130/9781913083342.jpg
